Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2017-01-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,201",0.52,11.023483365949119,51.82289628180039,0.0836472602739726,1015.1466487279844
2017-01-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,873",0.55,10.96307094266278,51.715257531584065,0.08351554907677357,1015.25
2017-01-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,419",0.45,10.89864864864865,51.5984555984556,0.08295125482625483,1015.3103281853282
2017-02-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,311",0.52,10.888461538461538,51.58076923076923,0.08322115384615385,1015.2616586538461
2017-02-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,412",0.48,10.841451766953199,51.49665711556829,0.08320200573065903,1015.2638490926456
2017-02-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,423",0.52,10.80550284629981,51.43263757115749,0.08275616698292221,1015.3293406072106
2017-02-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,141",0.54,10.791705937794534,51.408105560791704,0.08232799245994345,1015.3259896324222
2017-03-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,234",0.5,10.764981273408239,51.36048689138577,0.08249063670411984,1015.2295177902622
2017-03-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"11,151",0.34,10.746976744186046,51.327441860465115,0.08243023255813954,1015.185
2017-03-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"14,025",0.36,10.74029574861368,51.31515711645102,0.082047134935305,1015.2407578558225
2017-03-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,902",0.4,10.72635445362718,51.29201101928375,0.08226584022038567,1015.2171717171717
2017-03-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,977",0.5,10.72003659652333,51.27996340347667,0.08199908508691674,1015.2501143641354
2017-04-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,633",0.51,10.717272727272727,51.275454545454544,0.08165909090909092,1015.3078409090909
2017-04-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,050",0.48,10.716350496838302,51.27190605239386,0.08118789521228546,1015.3471093044263
2017-04-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,355",0.44,10.704667863554757,51.24865350089767,0.08071140035906642,1015.4279622980251
2017-04-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,627",0.48,10.68599464763604,51.2149866190901,0.08045272078501338,1015.4550624442462
2017-05-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,614",0.48,10.682060390763766,51.209591474245116,0.0803063943161634,1015.464365008881
2017-05-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,306",0.5,10.680494263018534,51.20917917034422,0.08005295675198587,1015.4451676963813
2017-05-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,954",0.5,10.697368421052632,51.24035087719298,0.08125,1015.4503289473685
2017-05-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,905",0.48,10.727114210985178,51.2972972972973,0.08079773321708807,1015.4831081081081
2017-06-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,142",0.47,10.75238922675934,51.34317984361425,0.08097306689834927,1015.4891398783666
2017-06-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,906",0.52,10.76943005181347,51.377374784110536,0.08151986183074267,1015.4533678756477
2017-06-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,567",0.53,10.804291845493562,51.44206008583691,0.08104077253218883,1015.4664163090129
2017-06-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,911",0.49,10.866894197952218,51.55546075085324,0.0805674061433447,1015.485388225256
2017-06-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,950,0.52,10.89124893797791,51.59728122344945,0.08146771452846219,1015.4580501274427
2017-07-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,478",0.48,10.9375,51.682432432432435,0.08130278716216215,1015.4731841216217
2017-07-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,951",0.55,10.97649034424853,51.75314861460957,0.08160159529806885,1015.471032745592
2017-07-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,379",0.49,11.02253756260434,51.83722871452421,0.08159432387312186,1015.4698455759599
2017-07-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,695",0.47,11.057261410788382,51.90041493775934,0.08171161825726142,1015.4398340248963
2017-08-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,282",0.47,11.079404466501241,51.94210090984284,0.08172043010752687,1015.4267990074442
2017-08-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,243",0.55,11.111842105263158,52.0,0.08256578947368422,1015.4396587171053
2017-08-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,031",0.45,11.1545380212592,52.07522485690924,0.08238961569910057,1015.4420482420278
2017-08-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,175",0.49,11.195121951219512,52.15040650406504,0.08235772357723578,1015.4583333333334
2017-09-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,032",0.48,11.222852512155592,52.20259319286872,0.0820907617504052,1015.4680915721232
2017-09-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,338",0.49,11.253827558420628,52.26027397260274,0.08186946011281224,1015.4572925060435
2017-09-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,742",0.64,11.270833333333334,52.291666666666664,0.0818409455128205,1015.3816105769231
2017-09-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,672",0.49,11.284462151394422,52.31713147410358,0.08167330677290836,1015.3902390438247
2017-09-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,374",0.49,11.309278350515465,52.36161776367962,0.0822065820777161,1015.41266851705
2017-10-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,327",0.45,11.322809786898185,52.384372533543804,0.08184688239936858,1015.426499605367
2017-10-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,645",0.45,11.340659340659341,52.41444270015698,0.08142660910518054,1015.4391679748823
2017-10-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,497",0.53,11.365339578454332,52.457455113192815,0.08169398907103825,1015.4305230288837
2017-10-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,284",0.51,11.379658385093167,52.48136645962733,0.0813858695652174,1015.4460403726708
2017-11-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,407",0.61,11.379256965944272,52.47987616099071,0.08115325077399381,1015.4564628482972
2017-11-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,860",0.48,11.365665896843726,52.45573518090839,0.08137028483448806,1015.469688221709
2017-11-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,703",0.43,11.349157733537519,52.42649310872894,0.08128828483920367,1015.4991385911179
2017-11-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,132",0.46,11.338156892612338,52.40822543792841,0.08101675552170602,1015.4766755521706
2017-12-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"4,480",0.47,11.315629742033384,52.365705614567524,0.08081373292867983,1015.4790402124431
2017-12-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,689",0.47,11.292075471698114,52.32301886792453,0.08058490566037736,1015.5283962264151
2017-12-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,215",0.46,11.25,52.24474474474474,0.08156906906906908,1015.4283971471472
2017-12-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,397",0.44,11.221807318894697,52.194921583271096,0.08123599701269604,1015.5026138909634
2017-12-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"8,197",0.43,11.202973977695168,52.15910780669145,0.08226765799256507,1015.4709107806691
2018-01-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,094",0.57,11.19037037037037,52.136296296296294,0.0825462962962963,1015.4064814814815
2018-01-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,341",0.52,11.160648489314665,52.08400884303611,0.08218496683861459,1015.4084377302873
2018-01-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,792",0.63,11.133431085043988,52.03592375366569,0.08215725806451613,1015.3626282991203
2018-01-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,072",0.48,11.11159737417943,51.99708242159008,0.0825309992706054,1015.3388949671772
2018-02-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,814,0.55,11.100363636363637,51.975272727272724,0.08235454545454546,1015.343909090909
2018-02-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,532",0.5,11.058610709117222,51.901591895803186,0.08234442836468886,1015.3545586107091
2018-02-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,685",0.58,11.028077753779698,51.847372210223185,0.08235241180705544,1015.3277537796977
2018-02-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,274",0.53,11.000716332378223,51.79942693409742,0.08209169054441261,1015.3602256446991
2018-03-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,609",0.51,10.94440484675695,51.697790449037775,0.08202066999287241,1015.3672487526728
2018-03-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"15,398",0.42,10.911079745942132,51.63867325335215,0.08233944954128442,1015.1624911785462
2018-03-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,719,0.45,10.877106741573034,51.57865168539326,0.08215414325842696,1015.1656425561798
2018-03-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,444,0.53,10.86703988803359,51.56123163051085,0.08259272218334499,1015.1397830650805
2018-04-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,950",0.5,10.858536585365854,51.544947735191634,0.08277003484320558,1015.0933797909407
2018-04-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,109",0.5,10.855755894590846,51.54091539528433,0.08301837725381414,1015.0475034674064
2018-04-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,250",0.57,10.876466528640442,51.57971014492754,0.08261732229123533,1015.0662525879917
2018-04-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,014",0.49,10.888736263736265,51.60096153846154,0.08285542582417582,1015.059323489011
2018-05-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,209",0.55,10.8911704312115,51.60301163586585,0.08283709787816565,1015.0534736481861
2018-05-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,697,0.52,10.91825613079019,51.654632152588555,0.0824591280653951,1015.0602861035422
2018-05-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,100",0.56,10.930847457627118,51.67525423728814,0.08221186440677965,1015.0871186440678
2018-05-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,015",0.56,10.954790823211876,51.719298245614034,0.08213562753036437,1015.1099865047233
2018-06-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,200",0.48,10.979811574697173,51.764468371467025,0.08212483176312248,1015.1168405114402
2018-06-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,496",0.61,11.010716677829873,51.821165438714,0.08175653047555259,1015.1254186202277
2018-06-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,424",0.55,11.040666666666667,51.874,0.08139166666666667,1015.1275
2018-06-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,957",0.6,11.070338420703385,51.92833443928335,0.08106337093563372,1015.155690112807
2018-06-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,971",0.54,11.10641110376735,51.99405155320555,0.08074190350297424,1015.199272967614
2018-07-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,879,0.54,11.15009874917709,52.074391046741276,0.08042297564186966,1015.205069124424
2018-07-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,165",0.53,11.197903014416775,52.16120576671035,0.08031618610747052,1015.2434469200524
2018-07-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,197",0.53,11.247879973907372,52.25179386823223,0.08007175472928897,1015.2512230919765
2018-07-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,066",0.57,11.308441558441558,52.36038961038961,0.07978084415584416,1015.2478084415584
2018-08-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,812",0.55,11.336787564766839,52.4119170984456,0.07967130829015544,1015.255829015544
2018-08-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,107",0.58,11.384268214055448,52.497098646034814,0.0803030303030303,1015.2586234687299
2018-08-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,008",0.54,11.417843388960206,52.557766367137354,0.08052792041078305,1015.2585044929397
2018-08-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,618",0.53,11.454952076677316,52.623642172523965,0.08023961661341852,1015.2687699680512
2018-08-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,789,0.51,11.467176545570426,52.64627151051625,0.08064053537284895,1015.2643403441682
2018-09-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,651",0.56,11.49492385786802,52.69543147208122,0.08032994923857868,1015.2876744923858
2018-09-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,197",0.51,11.518003790271637,52.73720783322805,0.08006159191408717,1015.3105653821857
2018-09-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,965",0.49,11.547169811320755,52.79056603773585,0.07981132075471699,1015.3029088050314
2018-09-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,607",0.55,11.555416405760802,52.805259862241705,0.08005635566687538,1015.3595021916093
2018-10-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,123",0.55,11.564918851435705,52.822721598002495,0.07982990012484394,1015.3810081148564
2018-10-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,519",0.54,11.579863269111248,52.84773151025482,0.0798088875077688,1015.3756215040398
2018-10-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,789",0.51,11.594678217821782,52.87438118811881,0.08003558168316832,1015.3796410891089
2018-10-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,158",0.49,11.596426370918053,52.87677141096734,0.07971349353049907,1015.4284504004929
2018-11-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,048",0.5,11.586355255070682,52.85925015365704,0.079740319606638,1015.4273970497849
2018-11-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,246",0.57,11.585067319461444,52.856181150550796,0.07965881272949817,1015.3957313341493
2018-11-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,727,0.47,11.585618525289458,52.85679463741621,0.0797151127361365,1015.385054844607
2018-11-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,726,0.54,11.563106796116505,52.81917475728155,0.07952821601941748,1015.3971480582525
2018-11-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,732",0.54,11.551724137931034,52.799758015728976,0.07959013914095583,1015.3846037507562
2018-12-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,124",0.65,11.548795180722891,52.793373493975906,0.08009789156626505,1015.3528614457831
2018-12-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,505",0.57,11.527894421115777,52.75464907018596,0.07978404319136173,1015.363677264547
2018-12-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,428,0.55,11.513142174432497,52.727598566308245,0.08011499402628434,1015.3340800477897
2018-12-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,912",0.61,11.496133254015467,52.696014277215944,0.07998958953004162,1015.380502676978
2019-01-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,924",0.59,11.47893175074184,52.66409495548962,0.07979970326409494,1015.4407270029674
2019-01-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,194",0.59,11.453309692671395,52.61702127659574,0.07946956264775412,1015.5096040189126
2019-01-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,864,0.57,11.432607416127134,52.58034137728075,0.07920100058858152,1015.5101530311948
2019-01-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,444",0.71,11.398593200468934,52.51875732708089,0.07916910902696365,1015.4915005861665
2019-02-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,554,0.68,11.383040935672515,52.49122807017544,0.0792909356725146,1015.447149122807
2019-02-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,709,0.68,11.362259755387303,52.45311589982528,0.07949912638322656,1015.4384828188702
2019-02-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,151",0.55,11.344547563805104,52.42169373549884,0.07933584686774943,1015.4593242459397
2019-02-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,326",0.62,11.335066435586366,52.40496822645869,0.0790583477758521,1015.484763142692
2019-03-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,051",0.68,11.332566168009206,52.399884925201384,0.07881904487917146,1015.5356731875719
2019-03-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,741",0.55,11.325501432664757,52.38681948424069,0.07911174785100286,1015.4722063037249
2019-03-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"15,319",0.45,11.3162100456621,52.37100456621005,0.07945918949771688,1015.4510559360731
2019-03-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,745,0.54,11.309835133598636,52.35929505400796,0.0792708925525867,1015.4732092097782
2019-03-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,927,0.61,11.302549575070822,52.34674220963173,0.0790014164305949,1015.5322946175637
2019-04-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,435",0.57,11.292090395480226,52.32768361581921,0.078954802259887,1015.5006355932203
2019-04-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,066",0.52,11.28306133933596,52.31176139561058,0.07894625773776026,1015.5012661789533
2019-04-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,130",0.55,11.279708520179373,52.30773542600897,0.07867152466367715,1015.5298486547085
2019-04-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,273",0.58,11.293132328308207,52.3322166387493,0.07854550530429928,1015.501535455053
2019-05-03,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,464",0.53,11.293986636971047,52.33240534521158,0.07859131403118039,1015.500556792873
2019-05-10,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,388",0.57,11.29173599556295,52.327232390460345,0.07891014975041596,1015.4862728785358
2019-05-17,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,510",0.55,11.296685082872928,52.3353591160221,0.07867403314917128,1015.5280386740332
2019-05-24,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,887,0.53,11.314254265272426,52.36653824986241,0.07837782058337919,1015.5238717666483
2019-05-31,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,266",0.61,11.324546952224052,52.384404173531024,0.07839099395936298,1015.5196320702911
2019-06-07,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,215",0.6,11.344091903719912,52.419584245076585,0.07871991247264769,1015.4971963894967
2019-06-14,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,665",0.6,11.354768392370572,52.438692098092645,0.07987057220708448,1015.483583106267
2019-06-21,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,713,0.59,11.373507057546146,52.4728555917481,0.07976384364820847,1015.4790309446254
2019-06-28,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,617",0.6,11.400216333153056,52.521362898864254,0.08011087074094105,1015.5029745808545
2019-07-05,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,950,0.55,11.420711974110032,52.55825242718446,0.0798948220064725,1015.5227885652642
2019-07-12,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,656",0.62,11.45029554003224,52.612036539494895,0.0797487909725954,1015.5284121440086
2019-07-19,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,828",0.57,11.478051391862955,52.66327623126338,0.07968415417558888,1015.5353319057816
2019-07-26,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,729",0.62,11.5232,52.74346666666667,0.07991333333333334,1015.5311333333333
2019-08-02,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,625",0.64,11.539648749334752,52.77275146354444,0.0800758382118148,1015.5237493347526
2019-08-09,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,066",0.57,11.571580063626723,52.82979851537646,0.08010339342523859,1015.5019883351007
2019-08-16,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,337",0.6,11.594294770206023,52.868991019545696,0.08020998415213947,1015.4885103011094
2019-08-23,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,087",0.6,11.618947368421052,52.91368421052631,0.08004605263157895,1015.494802631579
2019-08-30,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,126",0.47,11.6498687664042,52.971128608923884,0.07996062992125984,1015.4971784776903
2019-09-06,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,110",0.49,11.665096807953951,52.99738356881214,0.07980115122972266,1015.513801674516
2019-09-13,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,811",0.54,11.681438998957248,53.02606882168926,0.07964676746611053,1015.5387122002086
2019-09-20,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,831",0.51,11.698701298701298,53.0587012987013,0.07935714285714285,1015.58
2019-09-27,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"3,182",0.54,11.719979296066253,53.09679089026915,0.08016951345755693,1015.542637163561
2019-10-04,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,970",0.5,11.724832214765101,53.105317501290656,0.08056917914300464,1015.5273618998451
2019-10-11,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,648",0.54,11.731995884773662,53.11985596707819,0.08097993827160495,1015.5062371399177
2019-10-18,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,139",0.52,11.737570476678627,53.129164531009735,0.0816888774987186,1015.4655304971809
2019-10-25,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,513",0.53,11.736976506639428,53.128192032686414,0.08173518896833504,1015.4510980592441
2019-11-01,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,932",0.55,11.735474006116208,53.12538226299694,0.08176605504587156,1015.4477573904179
2019-11-08,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,629",0.55,11.727272727272727,53.11071609954291,0.08189436262061961,1015.3643981716607
2019-11-15,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,666",0.54,11.709514170040485,53.078947368421055,0.08228744939271254,1015.3173076923077
2019-11-22,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,732,0.52,11.689359556227938,53.043368633383764,0.08206631366616239,1015.2932425617751
2019-11-29,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,208",0.56,11.68426344896933,53.03368526897939,0.0823403720462544,1015.2332202111614
